Date,Open,High,Low,Close,Adj Close,Volume
1997-03-07,720.020020,735.789978,720.020020,730.359985,730.359985,0
1997-03-10,730.760010,742.000000,730.760010,742.000000,742.000000,0
1997-03-11,741.750000,741.750000,726.479980,726.770020,726.770020,0
1997-03-12,726.869995,729.750000,717.140015,717.969971,717.969971,0
1997-03-13,717.780029,717.780029,701.049988,708.780029,708.780029,0
1997-03-14,708.960022,714.219971,706.020020,711.700012,711.700012,0
1997-03-17,711.440002,711.570007,696.289978,702.450012,702.450012,0
1997-03-18,702.630005,709.650024,702.630005,706.469971,706.469971,0
1997-03-19,706.940002,709.739990,704.979980,708.849976,708.849976,0
1997-03-20,708.929993,723.530029,708.619995,723.530029,723.530029,0
1997-03-21,723.530029,732.099976,723.530029,730.409973,730.409973,0
1997-03-24,731.119995,741.909973,730.760010,741.909973,741.909973,0
1997-03-25,743.390015,751.140015,743.090027,744.460022,744.460022,0
1997-03-26,744.530029,745.239990,738.070007,739.150024,739.150024,0
1997-03-27,null,null,null,null,null,null
1997-03-28,null,null,null,null,null,null
1997-03-31,737.570007,737.960022,705.859985,706.080017,706.080017,0
1997-04-01,706.340027,715.390015,702.359985,715.250000,715.250000,0
1997-04-02,714.940002,729.010010,712.690002,729.010010,729.010010,0
1997-04-03,729.010010,729.010010,715.679993,718.289978,718.289978,0
1997-04-04,718.140015,722.669983,713.309998,722.419983,722.419983,0
1997-04-07,723.200012,725.460022,720.520020,722.210022,722.210022,0
1997-04-08,721.809998,721.809998,714.900024,716.539978,716.539978,0
1997-04-09,716.729980,719.500000,712.659973,712.979980,712.979980,0
1997-04-10,712.400024,712.400024,700.489990,705.909973,705.909973,0
1997-04-11,705.760010,705.760010,685.989990,686.150024,686.150024,0
1997-04-14,684.179993,690.109985,670.859985,689.539978,689.539978,0
1997-04-15,689.619995,707.080017,689.619995,706.650024,706.650024,0
1997-04-16,706.820007,715.929993,706.820007,715.929993,715.929993,0
1997-04-17,716.520020,716.520020,708.520020,708.700012,708.700012,0
1997-04-18,708.700012,708.960022,703.239990,703.849976,703.849976,0
1997-04-21,703.760010,703.760010,697.289978,697.849976,697.849976,0
1997-04-22,697.849976,714.770020,697.849976,714.770020,714.770020,0
1997-04-23,715.200012,722.250000,715.200012,722.070007,722.070007,0
1997-04-24,722.140015,722.830017,708.150024,709.780029,709.780029,0
1997-04-25,705.059998,715.479980,703.909973,715.479980,715.479980,0
1997-04-28,715.869995,716.549988,713.239990,716.510010,716.510010,0
1997-04-29,716.900024,728.659973,716.900024,728.659973,728.659973,0
1997-04-30,729.140015,733.599976,721.890015,722.599976,722.599976,0
1997-05-01,null,null,null,null,null,null
1997-05-02,722.659973,732.719971,722.659973,732.299988,732.299988,0
1997-05-05,732.250000,738.299988,727.409973,738.280029,738.280029,0
1997-05-06,738.280029,738.289978,733.880005,734.030029,734.030029,0
1997-05-07,733.440002,733.530029,723.979980,724.789978,724.789978,0
1997-05-08,724.789978,730.429993,724.789978,726.619995,726.619995,0
1997-05-09,726.619995,728.669983,722.900024,723.780029,723.780029,0
1997-05-12,723.679993,728.549988,722.539978,726.960022,726.960022,0
1997-05-13,727.859985,729.489990,725.830017,729.289978,729.289978,0
1997-05-14,730.049988,735.309998,726.450012,734.580017,734.580017,0
1997-05-15,735.419983,743.789978,735.419983,742.510010,742.510010,0
1997-05-16,742.549988,745.080017,740.880005,743.030029,743.030029,0
1997-05-19,742.830017,744.669983,738.940002,744.669983,744.669983,0
1997-05-20,744.900024,754.070007,744.809998,754.010010,754.010010,0
1997-05-21,754.150024,764.710022,750.950012,764.710022,764.710022,0
1997-05-22,764.820007,768.229980,762.080017,765.419983,765.419983,0
1997-05-23,765.520020,768.049988,761.330017,767.669983,767.669983,0
1997-05-26,767.669983,770.349976,766.159973,768.919983,768.919983,0
1997-05-27,769.059998,769.260010,762.590027,765.289978,765.289978,0
1997-05-28,765.250000,765.250000,758.989990,759.909973,759.909973,0
1997-05-29,760.000000,767.630005,757.750000,767.309998,767.309998,0
1997-05-30,767.460022,780.650024,767.460022,778.080017,778.080017,0
1997-06-02,778.929993,792.090027,778.929993,792.090027,792.090027,0
1997-06-03,792.580017,801.349976,786.809998,788.729980,788.729980,0
1997-06-04,788.729980,791.940002,784.559998,790.070007,790.070007,0
1997-06-05,790.369995,791.479980,788.099976,788.859985,788.859985,0
1997-06-06,788.789978,802.950012,788.789978,802.950012,802.950012,0
1997-06-09,null,null,null,null,null,null
1997-06-10,803.609985,805.450012,801.530029,805.450012,805.450012,0
1997-06-11,805.450012,805.590027,798.450012,803.570007,803.570007,0
1997-06-12,803.849976,814.849976,803.849976,814.500000,814.500000,0
1997-06-13,813.000000,815.340027,811.239990,813.400024,813.400024,0
1997-06-16,null,null,null,null,null,null
1997-06-17,813.400024,813.400024,798.590027,800.960022,800.960022,0
1997-06-18,801.510010,817.280029,800.239990,817.020020,817.020020,0
1997-06-19,817.169983,827.690002,817.169983,826.119995,826.119995,0
1997-06-20,827.049988,828.340027,822.119995,822.500000,822.500000,0
1997-06-23,821.929993,821.929993,814.390015,814.390015,814.390015,0
1997-06-24,814.440002,826.479980,813.669983,825.330017,825.330017,0
1997-06-25,825.039978,830.159973,817.219971,820.140015,820.140015,0
1997-06-26,820.510010,820.510010,810.549988,811.830017,811.830017,0
1997-06-27,811.549988,817.650024,808.479980,809.929993,809.929993,0
1997-06-30,808.359985,809.570007,803.320007,809.409973,809.409973,0
1997-07-01,810.320007,820.669983,810.320007,818.400024,818.400024,0
1997-07-02,818.669983,825.090027,818.669983,824.109985,824.109985,0
1997-07-03,823.909973,831.859985,823.909973,831.440002,831.440002,0
1997-07-04,831.710022,837.950012,830.969971,837.950012,837.950012,0
1997-07-07,838.140015,848.739990,838.140015,841.690002,841.690002,0
1997-07-08,841.830017,849.640015,841.830017,846.330017,846.330017,0
1997-07-09,null,null,null,null,null,null
1997-07-10,846.369995,849.690002,841.349976,845.619995,845.619995,0
1997-07-11,845.229980,857.320007,845.229980,850.619995,850.619995,0
1997-07-14,850.619995,854.400024,833.190002,836.140015,836.140015,0
1997-07-15,835.369995,835.369995,803.250000,807.909973,807.909973,0
1997-07-16,806.590027,826.369995,806.590027,826.369995,826.369995,0
1997-07-17,826.369995,830.059998,811.200012,815.349976,815.349976,0
1997-07-18,814.390015,814.390015,800.260010,802.109985,802.109985,0
1997-07-21,802.109985,802.109985,784.280029,790.700012,790.700012,0
1997-07-22,791.349976,813.469971,791.349976,813.469971,813.469971,0
1997-07-23,814.000000,823.570007,814.000000,821.700012,821.700012,0
1997-07-24,821.700012,838.570007,815.020020,836.119995,836.119995,0
1997-07-25,836.119995,845.010010,835.849976,841.190002,841.190002,0
1997-07-28,840.260010,852.349976,840.260010,852.200012,852.200012,0
1997-07-29,852.559998,859.169983,848.299988,849.020020,849.020020,0
1997-07-30,849.659973,856.140015,844.799988,847.239990,847.239990,0
1997-07-31,847.200012,852.679993,845.229980,850.030029,850.030029,0
1997-08-01,849.359985,849.359985,834.489990,841.080017,841.080017,0
1997-08-04,840.020020,840.020020,822.590027,832.719971,832.719971,0
1997-08-05,833.400024,842.000000,833.380005,838.710022,838.710022,0
1997-08-06,839.500000,857.440002,839.500000,857.440002,857.440002,0
1997-08-07,857.700012,860.219971,847.179993,849.880005,849.880005,0
1997-08-08,849.229980,850.729980,836.469971,850.729980,850.729980,0
1997-08-11,850.690002,854.289978,842.570007,853.289978,853.289978,0
1997-08-12,854.130005,856.169983,841.049988,841.049988,841.049988,0
1997-08-13,840.679993,844.479980,836.940002,836.940002,836.940002,0
1997-08-14,837.809998,841.450012,835.000000,840.450012,840.450012,0
1997-08-15,840.130005,844.039978,835.849976,838.710022,838.710022,0
1997-08-18,null,null,null,null,null,null
1997-08-19,838.349976,850.090027,838.349976,850.010010,850.010010,0
1997-08-20,850.010010,869.450012,850.010010,866.469971,866.469971,0
1997-08-21,866.619995,867.010010,858.599976,862.059998,862.059998,0
1997-08-22,861.049988,861.049988,839.929993,843.799988,843.799988,0
1997-08-25,844.859985,853.320007,844.789978,846.909973,846.909973,0
1997-08-26,846.979980,850.010010,844.739990,846.520020,846.520020,0
1997-08-27,847.469971,861.849976,847.330017,861.849976,861.849976,0
1997-08-28,861.270020,866.729980,856.400024,865.299988,865.299988,0
1997-08-29,863.830017,863.830017,832.179993,832.929993,832.929993,0
1997-09-01,830.900024,830.900024,806.219971,810.049988,810.049988,0
1997-09-02,810.309998,828.190002,810.309998,826.830017,826.830017,0
1997-09-03,828.739990,841.739990,828.669983,834.179993,834.179993,0
1997-09-04,834.690002,835.260010,826.369995,831.820007,831.820007,0
1997-09-05,831.820007,832.119995,822.570007,831.969971,831.969971,0
1997-09-08,832.119995,834.039978,829.380005,832.159973,832.159973,0
1997-09-09,832.380005,835.659973,831.099976,831.590027,831.590027,0
1997-09-10,830.559998,830.559998,808.260010,808.260010,808.260010,0
1997-09-11,805.130005,805.299988,789.520020,796.849976,796.849976,0
1997-09-12,796.849976,816.130005,796.809998,815.869995,815.869995,0
1997-09-15,816.020020,816.020020,800.900024,800.900024,800.900024,0
1997-09-16,801.700012,821.059998,801.700012,820.619995,820.619995,0
1997-09-17,821.770020,824.530029,817.659973,821.580017,821.580017,0
1997-09-18,821.659973,832.039978,820.710022,820.840027,820.840027,0
1997-09-19,820.909973,820.909973,811.979980,812.320007,812.320007,0
1997-09-22,812.190002,814.830017,807.750000,807.789978,807.789978,0
1997-09-23,808.299988,809.210022,800.169983,809.210022,809.210022,0
1997-09-24,809.969971,821.739990,809.969971,817.309998,817.309998,0
1997-09-25,817.419983,818.190002,812.739990,818.190002,818.190002,0
1997-09-26,818.479980,833.119995,818.479980,825.909973,825.909973,0
1997-09-29,826.299988,826.299988,822.849976,825.710022,825.710022,0
1997-09-30,825.580017,825.580017,821.580017,822.469971,822.469971,0
1997-10-01,822.500000,833.260010,822.500000,832.340027,832.340027,0
1997-10-02,832.440002,838.789978,832.359985,834.630005,834.630005,0
1997-10-03,835.070007,838.130005,827.739990,834.090027,834.090027,0
1997-10-06,834.039978,837.770020,834.039978,837.599976,837.599976,0
1997-10-07,836.979980,845.239990,836.979980,842.929993,842.929993,0
1997-10-08,842.890015,842.890015,829.570007,830.510010,830.510010,0
1997-10-09,830.530029,834.039978,826.859985,834.039978,834.039978,0
1997-10-10,834.039978,834.039978,823.260010,825.239990,825.239990,0
1997-10-13,825.500000,826.340027,820.630005,821.190002,821.190002,0
1997-10-14,821.369995,827.000000,819.869995,826.929993,826.929993,0
1997-10-15,826.869995,834.450012,826.820007,832.940002,832.940002,0
1997-10-16,832.940002,840.500000,827.559998,829.270020,829.270020,0
1997-10-17,828.520020,828.520020,812.400024,821.599976,821.599976,0
1997-10-20,821.840027,843.650024,821.840027,843.400024,843.400024,0
1997-10-21,843.719971,859.150024,843.719971,857.619995,857.619995,0
1997-10-22,857.619995,862.909973,852.179993,862.590027,862.590027,0
1997-10-23,861.530029,861.590027,818.750000,820.460022,820.460022,0
1997-10-24,820.669983,820.669983,784.989990,786.210022,786.210022,0
1997-10-27,777.590027,777.590027,677.739990,678.289978,678.289978,0
1997-10-28,678.690002,719.530029,650.880005,719.530029,719.530029,0
1997-10-29,720.530029,738.690002,692.330017,694.599976,694.599976,0
1997-10-30,692.650024,692.650024,628.700012,631.250000,631.250000,0
1997-10-31,633.309998,664.179993,630.109985,660.239990,660.239990,0
1997-11-03,663.609985,686.659973,662.679993,686.659973,686.659973,0
1997-11-04,686.590027,706.090027,685.030029,706.090027,706.090027,0
1997-11-05,706.090027,710.479980,676.729980,681.119995,681.119995,0
1997-11-06,681.440002,686.109985,670.530029,686.109985,686.109985,0
1997-11-07,685.770020,685.770020,642.070007,651.179993,651.179993,0
1997-11-10,652.000000,652.000000,613.719971,614.119995,614.119995,0
1997-11-11,614.979980,615.869995,588.609985,605.969971,605.969971,0
1997-11-12,602.159973,604.010010,572.590027,576.320007,576.320007,0
1997-11-13,576.320007,593.260010,556.719971,593.260010,593.260010,0
1997-11-14,593.299988,608.919983,593.299988,606.270020,606.270020,0
1997-11-17,608.270020,622.789978,608.270020,609.780029,609.780029,0
1997-11-18,609.090027,609.219971,590.049988,598.500000,598.500000,0
1997-11-19,598.500000,621.549988,598.500000,620.880005,620.880005,0
1997-11-20,622.419983,637.859985,622.109985,630.280029,630.280029,0
1997-11-21,630.739990,650.780029,630.409973,649.900024,649.900024,0
1997-11-24,649.409973,649.409973,620.789978,622.140015,622.140015,0
1997-11-25,622.140015,633.250000,617.289978,633.250000,633.250000,0
1997-11-26,635.359985,648.530029,634.789978,648.530029,648.530029,0
1997-11-27,649.080017,659.039978,648.270020,659.039978,659.039978,0
1997-11-28,658.549988,658.549988,652.090027,655.599976,655.599976,0
1997-12-01,656.239990,680.289978,656.239990,680.289978,680.289978,0
1997-12-02,680.440002,699.390015,680.239990,688.900024,688.900024,0
1997-12-03,689.059998,706.039978,685.340027,705.359985,705.359985,0
1997-12-04,706.010010,716.359985,706.010010,712.580017,712.580017,0
1997-12-05,712.359985,723.979980,708.520020,723.770020,723.770020,0
1997-12-08,null,null,null,null,null,null
1997-12-09,724.090027,724.090027,703.679993,703.780029,703.780029,0
1997-12-10,703.580017,703.580017,668.659973,672.770020,672.770020,0
1997-12-11,672.640015,672.640015,644.559998,662.929993,662.929993,0
1997-12-12,662.840027,663.549988,649.559998,653.289978,653.289978,0
1997-12-15,653.289978,673.179993,653.289978,673.179993,673.179993,0
1997-12-16,673.099976,684.890015,673.099976,674.679993,674.679993,0
1997-12-17,674.679993,678.500000,665.750000,669.059998,669.059998,0
1997-12-18,667.210022,669.940002,655.359985,655.799988,655.799988,0
1997-12-19,654.650024,654.799988,639.609985,645.309998,645.309998,0
1997-12-22,645.619995,649.260010,644.070007,648.450012,648.450012,0
1997-12-23,648.630005,650.159973,642.640015,642.640015,642.640015,0
1997-12-24,642.919983,643.369995,640.380005,641.239990,641.239990,0
1997-12-25,null,null,null,null,null,null
1997-12-26,641.750000,644.650024,640.979980,644.340027,644.340027,0
1997-12-29,664.669983,668.840027,644.669983,668.840027,668.840027,0
1997-12-30,669.169983,687.500000,669.169983,687.500000,687.500000,0
1997-12-31,null,null,null,null,null,null
1998-01-01,null,null,null,null,null,null
1998-01-02,687.500000,694.010010,686.679993,694.010010,694.010010,0
1998-01-05,null,null,null,null,null,null
1998-01-06,679.849976,679.919983,650.010010,650.369995,650.369995,0
1998-01-07,650.369995,650.369995,639.190002,647.929993,647.929993,0
1998-01-08,647.380005,647.789978,626.919983,626.919983,626.919983,0
1998-01-09,627.130005,627.880005,589.049988,590.169983,590.169983,0
1998-01-12,589.200012,589.200012,574.820007,579.809998,579.809998,0
1998-01-13,582.919983,605.109985,582.919983,603.380005,603.380005,0
1998-01-14,604.549988,610.820007,604.549988,609.789978,609.789978,0
1998-01-15,609.320007,609.500000,600.229980,600.419983,600.419983,0
1998-01-16,600.989990,615.869995,600.989990,614.419983,614.419983,0
1998-01-19,614.700012,628.869995,614.700012,628.650024,628.650024,0
1998-01-20,628.239990,628.239990,620.760010,627.049988,627.049988,0
1998-01-21,627.030029,627.049988,614.169983,615.539978,615.539978,0
1998-01-22,614.979980,614.979980,607.239990,610.780029,610.780029,0
1998-01-23,611.000000,616.359985,607.570007,608.900024,608.900024,0
1998-01-26,608.690002,615.330017,608.690002,611.690002,611.690002,0
1998-01-27,611.969971,628.710022,611.900024,628.510010,628.510010,0
1998-01-28,628.400024,634.880005,628.400024,629.700012,629.700012,0
1998-01-29,629.700012,635.169983,621.619995,624.969971,624.969971,0
1998-01-30,624.969971,625.320007,611.590027,612.380005,612.380005,0
1998-02-02,614.710022,642.989990,614.710022,642.669983,642.669983,0
1998-02-03,642.619995,654.690002,641.010010,654.359985,654.359985,0
1998-02-04,654.359985,663.239990,651.869995,662.020020,662.020020,0
1998-02-05,661.950012,671.559998,654.799988,655.929993,655.929993,0
1998-02-06,655.929993,662.780029,655.650024,658.000000,658.000000,0
1998-02-09,658.280029,660.349976,653.179993,659.000000,659.000000,0
1998-02-10,658.960022,671.909973,657.010010,670.729980,670.729980,0
1998-02-11,670.340027,678.219971,666.750000,677.830017,677.830017,0
1998-02-12,676.659973,679.229980,671.640015,678.650024,678.650024,0
1998-02-13,676.830017,678.650024,671.599976,674.460022,674.460022,0
1998-02-16,674.460022,675.190002,668.979980,673.260010,673.260010,0
1998-02-17,673.640015,682.559998,669.840027,670.020020,670.020020,0
1998-02-18,670.020020,670.020020,664.530029,666.760010,666.760010,0
1998-02-19,666.710022,674.010010,662.950012,673.849976,673.849976,0
1998-02-20,673.849976,675.330017,669.559998,675.330017,675.330017,0
1998-02-23,675.570007,680.559998,673.039978,680.559998,680.559998,0
1998-02-24,680.559998,682.340027,676.909973,682.340027,682.340027,0
1998-02-25,682.729980,690.690002,682.729980,690.640015,690.640015,0
1998-02-26,691.530029,692.820007,680.659973,682.510010,682.510010,0
1998-02-27,681.849976,686.640015,681.049988,686.640015,686.640015,0
1998-03-02,687.429993,690.119995,681.979980,683.969971,683.969971,0
1998-03-03,683.969971,684.090027,674.989990,676.330017,676.330017,0
1998-03-04,676.330017,677.419983,673.099976,676.280029,676.280029,0
1998-03-05,675.510010,675.510010,661.640015,662.989990,662.989990,0
1998-03-06,662.739990,670.719971,662.169983,666.960022,666.960022,0
1998-03-09,666.770020,667.900024,657.450012,658.989990,658.989990,0
1998-03-10,659.169983,666.030029,659.169983,663.520020,663.520020,0
1998-03-11,663.520020,671.020020,663.520020,670.260010,670.260010,0
1998-03-12,670.330017,676.210022,668.729980,673.979980,673.979980,0
1998-03-13,674.270020,678.820007,674.270020,675.130005,675.130005,0
1998-03-16,675.500000,677.760010,675.099976,677.030029,677.030029,0
1998-03-17,677.090027,677.090027,664.890015,670.619995,670.619995,0
1998-03-18,669.510010,675.400024,668.940002,674.530029,674.530029,0
1998-03-19,674.559998,676.989990,671.580017,676.989990,676.989990,0
1998-03-20,676.909973,688.190002,676.909973,688.190002,688.190002,0
1998-03-23,688.380005,705.880005,688.380005,705.880005,705.880005,0
1998-03-24,705.989990,709.989990,704.250000,708.260010,708.260010,0
1998-03-25,708.190002,715.859985,698.130005,698.690002,698.690002,0
1998-03-26,697.380005,713.539978,697.380005,713.539978,713.539978,0
1998-03-27,713.650024,720.190002,708.549988,710.280029,710.280029,0
1998-03-30,710.039978,715.929993,703.950012,715.929993,715.929993,0
1998-03-31,716.710022,720.729980,708.919983,709.969971,709.969971,0
1998-04-01,710.280029,710.780029,707.190002,710.659973,710.659973,0
1998-04-02,710.609985,714.909973,705.299988,705.960022,705.960022,0
1998-04-03,705.940002,706.950012,681.880005,683.950012,683.950012,0
1998-04-06,684.030029,685.289978,678.030029,678.070007,678.070007,0
1998-04-07,678.070007,678.070007,658.710022,658.799988,658.799988,0
1998-04-08,658.900024,665.609985,657.979980,660.830017,660.830017,0
1998-04-09,null,null,null,null,null,null
1998-04-10,null,null,null,null,null,null
1998-04-13,660.919983,664.640015,657.640015,664.640015,664.640015,0
1998-04-14,664.640015,678.599976,664.640015,677.210022,677.210022,0
1998-04-15,677.109985,683.590027,675.770020,683.059998,683.059998,0
1998-04-16,683.059998,683.159973,679.830017,680.690002,680.690002,0
1998-04-17,680.650024,697.580017,680.650024,693.219971,693.219971,0
1998-04-20,693.489990,700.510010,692.549988,699.630005,699.630005,0
1998-04-21,699.630005,704.359985,699.260010,703.679993,703.679993,0
1998-04-22,703.900024,711.200012,701.010010,710.659973,710.659973,0
1998-04-23,710.659973,712.710022,701.780029,703.669983,703.669983,0
1998-04-24,703.640015,704.280029,695.729980,701.210022,701.210022,0
1998-04-27,701.210022,701.210022,671.820007,676.659973,676.659973,0
1998-04-28,677.250000,683.640015,676.989990,683.640015,683.640015,0
1998-04-29,684.239990,694.049988,684.210022,692.440002,692.440002,0
1998-04-30,692.679993,705.000000,692.679993,698.900024,698.900024,0
1998-05-01,null,null,null,null,null,null
1998-05-04,700.130005,713.159973,700.130005,701.909973,701.909973,0
1998-05-05,701.669983,705.799988,699.520020,705.799988,705.799988,0
1998-05-06,705.859985,707.200012,701.349976,701.590027,701.590027,0
1998-05-07,701.469971,701.469971,688.840027,691.419983,691.419983,0
1998-05-08,691.570007,702.580017,691.570007,693.739990,693.739990,0
1998-05-11,694.349976,695.919983,678.169983,680.299988,680.299988,0
1998-05-12,680.539978,683.489990,668.330017,683.489990,683.489990,0
1998-05-13,683.609985,684.140015,670.070007,671.030029,671.030029,0
1998-05-14,671.000000,674.200012,664.359985,664.359985,664.359985,0
1998-05-15,664.460022,669.750000,664.349976,669.000000,669.000000,0
1998-05-18,668.380005,668.380005,636.549988,637.020020,637.020020,0
1998-05-19,638.049988,644.090027,632.130005,635.270020,635.270020,0
1998-05-20,636.299988,642.539978,629.630005,642.450012,642.450012,0
1998-05-21,642.659973,644.880005,636.979980,643.059998,643.059998,0
1998-05-22,642.820007,642.820007,625.549988,626.390015,626.390015,0
1998-05-25,null,null,null,null,null,null
1998-05-26,626.400024,626.400024,595.719971,595.969971,595.969971,0
1998-05-27,594.429993,603.229980,588.489990,603.070007,603.070007,0
1998-05-28,602.770020,613.479980,601.929993,609.559998,609.559998,0
1998-05-29,609.580017,609.719971,599.669983,602.010010,602.010010,0
1998-06-01,599.119995,601.760010,587.909973,589.419983,589.419983,0
1998-06-02,589.780029,604.140015,589.780029,600.679993,600.679993,0
1998-06-03,600.520020,606.799988,597.289978,598.309998,598.309998,0
1998-06-04,598.309998,604.419983,597.429993,604.419983,604.419983,0
1998-06-05,606.159973,617.479980,604.419983,615.219971,615.219971,0
1998-06-08,614.780029,614.780029,597.030029,597.210022,597.210022,0
1998-06-09,null,null,null,null,null,null
1998-06-10,596.440002,596.440002,572.880005,574.039978,574.039978,0
1998-06-11,574.340027,574.340027,559.989990,560.780029,560.780029,0
1998-06-12,560.630005,566.590027,551.349976,566.590027,566.590027,0
1998-06-15,null,null,null,null,null,null
1998-06-16,566.510010,566.510010,537.919983,538.359985,538.359985,0
1998-06-17,538.789978,573.469971,538.789978,571.229980,571.229980,0
1998-06-18,571.000000,571.000000,560.239990,561.729980,561.729980,0
1998-06-19,563.049988,567.830017,560.890015,561.609985,561.609985,0
1998-06-22,561.510010,562.200012,554.049988,554.049988,554.049988,0
1998-06-23,554.770020,563.010010,554.770020,562.590027,562.590027,0
1998-06-24,562.890015,563.719971,553.590027,555.500000,555.500000,0
1998-06-25,555.349976,557.630005,542.520020,543.090027,543.090027,0
1998-06-26,542.880005,543.210022,539.340027,540.559998,540.559998,0
1998-06-29,540.989990,547.809998,540.989990,547.789978,547.789978,0
1998-06-30,547.950012,551.400024,547.950012,550.440002,550.440002,0
1998-07-01,550.619995,572.559998,550.450012,572.390015,572.390015,0
1998-07-02,572.500000,579.119995,572.070007,579.039978,579.039978,0
1998-07-03,579.039978,585.429993,578.849976,585.429993,585.429993,0
1998-07-06,null,null,null,null,null,null
1998-07-07,null,null,null,null,null,null
1998-07-08,614.770020,617.469971,611.979980,616.710022,616.710022,0
1998-07-09,null,null,null,null,null,null
1998-07-10,616.049988,616.330017,608.960022,612.799988,612.799988,0
1998-07-13,612.330017,626.880005,612.330017,623.640015,623.640015,0
1998-07-14,623.809998,630.820007,621.669983,623.039978,623.039978,0
1998-07-15,622.960022,623.919983,618.010010,621.700012,621.700012,0
1998-07-16,621.669983,626.450012,616.909973,616.909973,616.909973,0
1998-07-17,616.260010,628.650024,615.659973,628.590027,628.590027,0
1998-07-20,628.729980,634.890015,626.210022,633.289978,633.289978,0
1998-07-21,633.510010,634.270020,617.469971,617.580017,617.580017,0
1998-07-22,617.469971,617.469971,609.580017,615.750000,615.750000,0
1998-07-23,615.640015,615.640015,602.460022,603.880005,603.880005,0
1998-07-24,604.760010,609.960022,598.570007,609.239990,609.239990,0
1998-07-27,608.380005,608.380005,601.169983,605.739990,605.739990,0
1998-07-28,605.869995,606.010010,592.140015,598.299988,598.299988,0
1998-07-29,598.750000,602.809998,596.010010,596.719971,596.719971,0
1998-07-30,596.719971,603.039978,596.719971,601.429993,601.429993,0
1998-07-31,601.219971,601.260010,588.789978,588.789978,588.789978,0
1998-08-03,588.659973,588.830017,576.059998,576.059998,576.059998,0
1998-08-04,575.309998,575.820007,552.260010,552.260010,552.260010,0
1998-08-05,552.530029,553.239990,538.070007,552.570007,552.570007,0
1998-08-06,554.409973,554.409973,544.159973,551.219971,551.219971,0
1998-08-07,551.510010,552.219971,528.820007,532.929993,532.929993,0
1998-08-10,531.849976,532.549988,511.649994,511.970001,511.970001,0
1998-08-11,510.640015,510.739990,474.450012,489.660004,489.660004,0
1998-08-12,489.769989,498.519989,477.779999,485.230011,485.230011,0
